LANDYADDRE,LANDXADDRE,ADDRESSBLO,PHOTOURL,NAME,HYPERLINK,DESCRIPTIO,ADDRESSUNI,ADDRESSTYP,ADDRESSSTR,ADDRESSBUI,ADDRESSPOS,ADDRESSFLO,INC_CRC,FMEL_UPD_D
32338.48762,32390.46318,,https://roots.sg/~/media/Roots/Images/historic-sites/039-kallang-airport/039-kallang-airport.png,Kallang Airport,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/kallang-airport,"This is Singaporeâ€™s first purpose-built civil airport. Completed in 1937, the modern-style terminal building symbolised the rapid civil aviation progress then. The airport ceased operations in 1955.",,,,"Junction of Kallang Airport Way and Stadium Link, beside gate to Former Kallang Airport",,,726A3D5259BA7A5E,2021/03/05
35313.91,26318.24,,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/sime_rd_camp-43_Sime_Road_Camp.jpg,Sime Road Camp,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/sime-road-camp,"Sime Road Camp was the Combined Headquarters of the British Army and Air Force during the Second World War, until the headquarters relocated to Fort Canning Command Centre.",,,,"Junction between Adam Road and Sime Road, near Bus Stop No. 41141",,,C23539FDC1DE79A6,2021/03/05
32067.79096,31746.87287,,https://roots.sg/~/media/Roots/Images/historic-sites/040-kallang-gasworks/040-kallang-gasworks.png,Kallang Gasworks,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/kallang-gasworks,"Built in 1862, Kallang Gasworks was Singaporeâ€™s first supplier of piped gas. It played an important role in ensuring efficient gas production for Singapore.",,,,"Kampong Bugis End, opposite Kallang Riverside Park",,,54259647F03136DF,2021/03/05
31824.17318,29441.37465,99,https://roots.sg/~/media/Roots/Images/historic-sites/086-st-margarets-school/086stmargaretsschool.png,St. Margaret's School,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/st-margarets-school,"St. Margaretâ€™s School began as a girlsâ€™ home at North Bridge Road in 1842, to rescue girls who were homeless or being sold to slavery.",,,Wilkie Road,St. Margaret's Primary School,228091,,76DD9957B4BD6B50,2021/03/05
31600.2616,29875.28301,,https://roots.sg/~/media/Roots/Images/historic-sites/052-methodist-girls-school/052methodistgirlsschool.png,Methodist Girls' School,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/methodist-girls-school,Methodist Girlsâ€™ School began in 1887 as Tamil Girlsâ€™ School in a shophouse at Short Street with nine Indian girls.,,,"Junction of Selegie Road and Short Stree, Beside 100 Selegie Road",,188308,,DC0A65527F362812,2021/03/05
29858.15,30163.66,,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/joseph_conrad-100-Joseph-Conrad.jpg,Joseph Conrad Historic Marker,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/joseph-conrad,"Joseph Conrad, the renowned English master writer, was of Polish origin and travelled to Singapore and south east asia during his seafaring days. He made Singapore and Southeast asia better known to the world through his writings.",,,,"Beside Anderson Bridge, on the grounds of the Fullerton Hotel",,,DB192CB2D8890523,2021/03/05
33503.37782,24796.00242,5,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/Former%20Residence%20of%20Chen%20Wen%20His-Chen-Wen-Hsi.jpg,Chen Wen Hsi Historic Marker,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/chen-wen-hsi,"This was formerly the home of Chen Wen Hsi, one of Singaporeâ€™s pioneer artists. Chenâ€™s works mixed Western and Chinese traditions, and continued to influence local artists after his demise in 1991.",,,Kingsmead Road,,267960,,9844D2A429E2DD58,2021/03/05
29103.18729,28518.22198,5,https://roots.sg/~/media/Roots/Images/historic-sites/089-the-first-public-dental-school-and-clinic/089-the-first-public-dental-school-and-clinic.png,The First Public Dental School and Public Clinic,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/the-first-public-dental-clinic-and-school,"Dental Education and modern dentistry in Singapore began here in 1929. The original Clinic and Dental School of the King Edward VII college of Medicine had its beginnings on this site in the Norris Block of the General Hospital. In 1938, the clinic expan",,,Second Hospital Ave,Link Bridge between National Dental Centre Singapore and Health Promotion Board,168938,,401634D90E2A62D9,2021/03/05
28849.92747,27915.79876,8,https://roots.sg/~/media/Roots/Images/historic-sites/077-silat-road-sikh-temple/077-silat-road-sikh-temple.png,Silat Road Sikh Temple,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/silat-road-sikh-temple,This temple was built in 1924 on Silat Road (today Jalan Bukit Merah). It was also known as the Police Gurdwara (a Sikh place of worship) as its congregation was mostly made up of Sikh policemen.,,,Jalan Bukit Merah,,169543,,5B240837252B495D,2021/03/05
31778.44103,31795.14469,,https://roots.sg/~/media/Roots/Images/historic-sites/051-merdeka-bridge/051-merdeka-bridge.png,Merdeka Bridge,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/merdeka-bridge,"Merdeka Bridge, declared open on 17 August 1956, was constructed to ease traffic congestion. Its name reflects Singaporeâ€™s aspirations for independence (â€œmerdekaâ€� in Malay) then.",,,"Merdeka Bridge, Nicoll Highway, beside lamp post 88F",,,,79E6586FC0B1C346,2021/03/05
38584.43782,44267.60306,27,https://roots.sg/~/media/Nhb/Images/Places/Historic%20Sites/johore_battery-37-Johore-Battery.jpg,Johore Battery,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/johore-battery,"Completed in the late 1930s, Johore Battery was part of Singaporeâ€™s coastal defence system. It comprised three 15-inch guns known as â€œmonster gunsâ€�.",,,"Cosford Road, Off Upper Changi Road",,499549,,472CFE260F6BA873,2021/03/05
30760.33518,30438.05652,,https://roots.sg/~/media/Roots/Images/historic-sites/072-saf-warrant-officers-and-specialist-club/072-saf-warrant-officers-and-specialist-club.png,Singapore Armed Forces Warrant Officers' and Specialists' Club,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/singapore-armed-forces-warrant-officers-and-specialists-club,The British Government built the clubhouse in 1951 for British non-commissioned officers. It was handed over to Singapore Government when the British pulled out in 1969.The SAF WOSE club was formed in 1974 and was formerly known as the SAF NCO Club until,,,Beach Road,"Former NCO Buildings, South Beach Development",,,9BB83355ABEE9D25,2021/03/05
44800.49958,36603.75139,,https://roots.sg/~/media/Roots/Images/historic-sites/065-punggol-beach-massacre/065-punggol-beach-massacre.png,Punggol Beach Massacre,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/punggol-beach-massacre,Punggol Beach was a massacre site of Sook Ching. Several men were killed by the Hojo Kempei (Japanese auxiliary military police) on this beach on 28 February 1942.,,,Punggol Road End,Beside Jetty at Punggol Point Park,,,0830349651E2F0D9,2021/03/05
37242.58614,15057.94549,Between Blocks 550 and 551,https://roots.sg/~/media/Roots/Images/historic-sites/038-jurong-kranji-defence-line/038-jurong-kranji-defence-line.png,Jurong-Kranji Defence Line,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/jurong-kranji-defence-line,"This is an arbitrary defence line from Kranji River to Jurong River, placed to check Japanese advance towards the city from the west.",,,Jurong West Street 42,Jurong West Neighbourhood Park,640551,,B69D171C3971C629,2021/03/05
30771.17092,29795.95404,51,https://roots.sg/~/media/Roots/Images/historic-sites/091-united-chinese-library/091-united-chinese-library.png,United Chinese Library,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/united-chinese-library,"United Chinese Library was founded by Dr Sun Yat Sen on 8 August 1910 at North Boat Quay, to spread revolutionary ideas and garner support for Dr Sunâ€™s revolution in China.",,,Armenian Street,,179939,,C64B13CFC947B1E7,2021/03/05
28526.83263,29662.97407,12,https://roots.sg/~/media/Roots/Images/historic-sites/082-singapore-polytechnic/082-singapore-polytechnic.png,Singapore Polytechnic,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/singapore-polytechnic,"Established in 1954, Singapore Polytechnic is the first technical institution in Singapore to train skilled labour. The Prince Edward Campus began operations on 3 November 1958 with 2,800 students.",,,Prince Edward Road,Bestway Building,79212,,F25E0F7EA21E395D,2021/03/05
30652.18947,29255.19028,,https://roots.sg/~/media/Roots/Images/historic-sites/054-national-theatre/054-national-theatre.png,National Theatre,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/national-theatre,"Officially opened on 8 August 1963, this theatre was built to commemorate the attainment of Singaporeâ€™s self-government in 1959. It was demolished in 1986 due to structural reasons.",,,,"Junction of River Valley Road and Clemnceau Avenue, Beside Fort Canning Park",,,F43318D5E66862D5,2021/03/05
30135.75825,21854.63955,,https://roots.sg/~/media/Roots/Images/historic-sites/059-pasir-panjang-machine-gun-pillbox/059-pasir-panjang-machine-gun-pillbox.png,Pasir Panjang Machine-Gun Pillbox,https://www.roots.gov.sg/places/places-landing/Places/historic-sites/pasir-panjang-machine-gun-pillbox,"This pillbox lay within the area guarded by the 1st Battalion of the Malay Regiment during the Second World War, to protect key installations in the Southern area, such as Alexandra Military Hospital.",,,,"Junction of Pasir Panjang Road and Science Park Road, Beside Shell Petrol Station",,,A552ED466B39BF10,2021/03/05
